adsorption_measurement/adsorption_energy,adsorption_measurement/doi,adsorption_measurement/external_note,adsorption_measurement/internal_note,adsorption_measurement/is_most_stable_site,adsorption_measurement/method/software,adsorption_measurement/method/exchange_correlation,adsorption_measurement/method/basis_set,adsorption_measurement/method/potentials,adsorption_measurement/method/is_spin_polarization,adsorption_measurement/method/is_zero_point_energy,adsorption_measurement/method/is_fixed_substrate,adsorption_measurement/bulk_surface_property_set/is_stretched,adsorption_measurement/bulk_surface_property_set/is_compressed,adsorption_measurement/bulk_surface_property_set/nano_number_of_atoms,adsorption_measurement/bulk_surface_property_set/termination,adsorption_measurement/bulk_surface_property_set/space_group,adsorption_measurement/bulk_surface_property_set/bulk_surface_material/name,adsorption_measurement/bulk_surface_property_set/primary_bulk_class/name,adsorption_measurement/bulk_surface_property_set/secondary_bulk_class,adsorption_measurement/bulk_surface_property_set/lattice_constant/lattice_constant_1,adsorption_measurement/bulk_surface_property_set/lattice_constant/lattice_constant_2,adsorption_measurement/bulk_surface_property_set/lattice_constant/lattice_constant_3,adsorption_measurement/bulk_surface_property_set/first_layer_composition,adsorption_measurement/bulk_surface_property_set/second_layer_composition,adsorption_measurement/bulk_surface_property_set/facet/name,adsorption_measurement/bulk_surface_property_set/cell_symmetry/name,adsorption_measurement/adsorbate_fraction/fraction,adsorption_measurement/adsorbate_fraction/numeric,adsorption_measurement/adsorbate_fraction/unit,adsorption_measurement/adsorbate_species/formula,adsorption_measurement/adsorbate_species/smiles,adsorption_measurement/adsorbate_species/name,adsorption_measurement/adsorbate_species/molecular_formula,adsorption_measurement/adsorbate_species/connectivity_smiles,adsorption_measurement/adsorption_site/site_name,adsorption_measurement/approver,adsorption_measurement/adsorption_reference_species_set/0/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/0/species/formula,adsorption_measurement/adsorption_reference_species_set/0/species/smiles,adsorption_measurement/adsorption_reference_species_set/0/species/name,adsorption_measurement/adsorption_reference_species_set/0/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/0/species/connectivity_smiles,adsorption_measurement/emn_user/first_name,adsorption_measurement/emn_user/last_name,adsorption_measurement/emn_user/affiliation,adsorption_measurement/emn_user/email,adsorption_measurement/adsorption_site,adsorption_measurement/bulk_surface_property_set/lattice_constant,adsorption_measurement/bulk_surface_property_set/secondary_bulk_class/name,adsorption_measurement/adsorption_reference_species_set/1/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/1/species/formula,adsorption_measurement/adsorption_reference_species_set/1/species/smiles,adsorption_measurement/adsorption_reference_species_set/1/species/name,adsorption_measurement/adsorption_reference_species_set/1/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/1/species/connectivity_smiles,adsorption_measurement/bulk_surface_property_set/first_layer_composition/name,adsorption_measurement/bulk_surface_property_set/second_layer_composition/name,adsorption_measurement/bulk_surface_property_set/facet,adsorption_measurement/adsorption_reference_species_set/2/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/2/species/formula,adsorption_measurement/adsorption_reference_species_set/2/species/smiles,adsorption_measurement/adsorption_reference_species_set/2/species/name,adsorption_measurement/adsorption_reference_species_set/2/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/2/species/connectivity_smiles,adsorption_measurement/bulk_surface_property_set/cell_symmetry,adsorption_measurement/adsorption_reference_species_set/3/reference_coefficient,adsorption_measurement/adsorption_reference_species_set/3/species/formula,adsorption_measurement/adsorption_reference_species_set/3/species/smiles,adsorption_measurement/adsorption_reference_species_set/3/species/name,adsorption_measurement/adsorption_reference_species_set/3/species/molecular_formula,adsorption_measurement/adsorption_reference_species_set/3/species/connectivity_smiles
-4.15,10.1007/s11244-013-0162-7,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CNH2,[C]N,,CH2N,[C]N,"hcp, tilted toward surface normal",,1,CNH2,[C]N,,CH2N,[C]N,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.54,10.1007/s11244-013-0162-7,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CH2,[CH2],methylene,CH2,[CH2],"hcp, tilted toward surface normal",,1,CH2,[CH2],methylene,CH2,[CH2],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.03,10.1007/s11244-013-0162-7,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CH2,[CH2],methylene,CH2,[CH2],"hcp, tilted toward surface normal",,1,CH2,[CH2],methylene,CH2,[CH2],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.32,10.1007/s11244-013-0162-7,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CH3,[CH3],methyl,CH3,[CH3],hcp,,1,CH3,[CH3],methyl,CH3,[CH3],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.85,10.1007/s11244-013-0162-7,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CH3,[CH3],methyl,CH3,[CH3],hcp,,1,CH3,[CH3],methyl,CH3,[CH3],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05,10.1007/s11244-013-0162-7,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CH4,C,methane,CH4,C,fcc,,1,CH4,C,methane,CH4,C,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05,10.1007/s11244-013-0162-7,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CH4,C,methane,CH4,C,fcc,,1,CH4,C,methane,CH4,C,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05,10.1007/s11244-013-0162-7,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CH4,C,methane,CH4,C,hcp,,1,CH4,C,methane,CH4,C,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05,10.1007/s11244-013-0162-7,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CH4,C,methane,CH4,C,hcp,,1,CH4,C,methane,CH4,C,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05,10.1007/s11244-013-0162-7,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CH4,C,methane,CH4,C,top,,1,CH4,C,methane,CH4,C,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05,10.1007/s11244-013-0162-7,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,CH4,C,methane,CH4,C,top,,1,CH4,C,methane,CH4,C,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.7,10.1007/s11244-013-0162-7,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,OH,[OH],hydroxyl,HO,[OH],hcp,,1,OH,[OH],hydroxyl,HO,[OH],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.08,10.1007/s11244-013-0162-7,,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Re,P63/mmc,Re,transition metal,,2.76,2.76,4.46,,,(0001),2x2,1/4,0.25,Re,OH,[OH],hydroxyl,HO,[OH],hcp,,1,OH,[OH],hydroxyl,HO,[OH],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.55,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,false,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,H,[H],"hydrogen, atomic",H,[H],Fcc/Hcp,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.38,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,true,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,H,[H],"hydrogen, atomic",H,[H],Fcc/Hcp,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.41,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,false,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,O,[O],"oxygen, atomic",O,[O],Fcc,,1,O,[O],"oxygen, atomic",O,[O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-4.34,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,true,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,O,[O],"oxygen, atomic",O,[O],Fcc,,1,O,[O],"oxygen, atomic",O,[O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.96,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,false,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,CO,[C]#[O],carbon monoxide,CO,[C][O],Fcc/Hcp,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.94,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,true,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,CO,[C]#[O],carbon monoxide,CO,[C][O],Fcc/Hcp,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.85,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,false,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,OH,[OH],hydroxyl,HO,[OH],Fcc/Hcp,,1,OH,[OH],hydroxyl,HO,[OH],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.77,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,true,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,OH,[OH],hydroxyl,HO,[OH],Fcc/Hcp,,1,OH,[OH],hydroxyl,HO,[OH],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.88,10.1021/ja0768237,trans,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,false,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,COOH,O[C]=O,carboxyl,CHO2,O[C][O],"Trans, Off - top",,1,COOH,O[C]=O,carboxyl,CHO2,O[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.84,10.1021/ja0768237,trans,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,true,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,COOH,O[C]=O,carboxyl,CHO2,O[C][O],"Trans, Off - top",,1,COOH,O[C]=O,carboxyl,CHO2,O[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.77,10.1021/ja0768237,bidentate binding through O,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,false,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,HCOO,[O]C=O,formate,CHO2,[O][CH][O],"Bidentate, Top - Top through O",,1,HCOO,[O]C=O,formate,CHO2,[O][CH][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.62,10.1021/ja0768237,bidentate binding through O,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,true,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,HCOO,[O]C=O,formate,CHO2,[O][CH][O],"Bidentate, Top - Top through O",,1,HCOO,[O]C=O,formate,CHO2,[O][CH][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,false,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,CO2,O=C=O,carbon dioxide,CO2,[O][C][O],Top - linear,,1,CO2,O=C=O,carbon dioxide,CO2,[O][C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,true,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,CO2,O=C=O,carbon dioxide,CO2,[O][C][O],Top - linear,,1,CO2,O=C=O,carbon dioxide,CO2,[O][C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.18,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,false,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,H2O,O,water,H2O,O,Top - flat,,1,H2O,O,water,H2O,O,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.13,10.1021/ja0768237,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,,true,true,false,false,,Cu,Fm3m,Cu,transition metal,,3.66,3.66,3.66,,,(111),2x2,1/4,0.25,Cu,H2O,O,water,H2O,O,Top - flat,,1,H2O,O,water,H2O,O,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pd,Fm3m,Pd,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Pd,CH3OH,CO,methanol,CH4O,CO,atop,,1,CH3OH,CO,methanol,CH4O,CO,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.77,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pd,Fm3m,Pd,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Pd,CH3O,C[O],methoxy,CH3O,C[O],three-fold hollow,,1,CH3O,C[O],methoxy,CH3O,C[O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.86,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pd,Fm3m,Pd,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Pd,CH2OH,[CH2]O,hydroxymethyl,CH3O,[CH2]O,atop,,1,CH2OH,[CH2]O,hydroxymethyl,CH3O,[CH2]O,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.56,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pd,Fm3m,Pd,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Pd,CH2O,C=O,formaldehyde,CH2O,[CH2][O],di-σ,,1,CH2O,C=O,formaldehyde,CH2O,[CH2][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.46,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pd,Fm3m,Pd,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Pd,CHO,[CH]=O,formyl,CHO,[CH][O],"η2-η1-C,O",,1,CHO,[CH]=O,formyl,CHO,[CH][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.98,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pd,Fm3m,Pd,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Pd,CO,[C]#[O],carbon monoxide,CO,[C][O],three-fold hollow,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.77,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pd,Fm3m,Pd,transition metal,,3.86,3.86,3.86,,,(111),2x2,1/4,0.25,Pd,H,[H],"hydrogen, atomic",H,[H],three-fold hollow,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.45,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pt,Fm3m,Pt,transition metal,,2.81,2.81,2.81,,,(111),2x2,1/4,0.25,Pt,CH3OH,CO,methanol,CH4O,CO,atop,,1,CH3OH,CO,methanol,CH4O,CO,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.67,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pt,Fm3m,Pt,transition metal,,2.81,2.81,2.81,,,(111),2x2,1/4,0.25,Pt,CH3O,C[O],methoxy,CH3O,C[O],bridge,,1,CH3O,C[O],methoxy,CH3O,C[O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.17,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pt,Fm3m,Pt,transition metal,,2.81,2.81,2.81,,,(111),2x2,1/4,0.25,Pt,CH2OH,[CH2]O,hydroxymethyl,CH3O,[CH2]O,atop,,1,CH2OH,[CH2]O,hydroxymethyl,CH3O,[CH2]O,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.51,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pt,Fm3m,Pt,transition metal,,2.81,2.81,2.81,,,(111),2x2,1/4,0.25,Pt,CH2O,C=O,formaldehyde,CH2O,[CH2][O],di-σ,,1,CH2O,C=O,formaldehyde,CH2O,[CH2][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.46,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pt,Fm3m,Pt,transition metal,,2.81,2.81,2.81,,,(111),2x2,1/4,0.25,Pt,CHO,[CH]=O,formyl,CHO,[CH][O],"η2-η1-C,O",,1,CHO,[CH]=O,formyl,CHO,[CH][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.74,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pt,Fm3m,Pt,transition metal,,2.81,2.81,2.81,,,(111),2x2,1/4,0.25,Pt,CO,[C]#[O],carbon monoxide,CO,[C][O],three-fold hollow,,1,CO,[C]#[O],carbon monoxide,CO,[C][O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.79,10.1021/jp0132984,,,true,VASP,PW91,plane wave,ultrasoft pseudopotential,false,,false,false,false,,Pt,Fm3m,Pt,transition metal,,2.81,2.81,2.81,,,(111),2x2,1/4,0.25,Pt,H,[H],"hydrogen, atomic",H,[H],three-fold hollow,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.4,10.1016/j.susc.2009.09.013,,,true,VASP,PW91,plane wave,projector augmented wave,true,true,false,false,false,,Rh,Fm3m,Rh,transition metal,,,,,,,(111),3x3,1/9,0.1111,Rh,H2O,O,water,H2O,O,"Top, parallel",,1,H2O,O,water,H2O,O,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.23,10.1016/j.susc.2009.09.013,,,true,VASP,PW91,plane wave,projector augmented wave,true,true,false,false,false,,Rh,Fm3m,Rh,transition metal,,,,,,,(111),3x3,1/9,0.1111,Rh,OH,[OH],hydroxyl,HO,[OH],fcc,,1,OH,[OH],hydroxyl,HO,[OH],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-6.07,10.1016/j.susc.2009.09.013,,,true,VASP,PW91,plane wave,projector augmented wave,true,true,false,false,false,,Rh,Fm3m,Rh,transition metal,,,,,,,(111),3x3,1/9,0.1111,Rh,O,[O],"oxygen, atomic",O,[O],fcc,,1,O,[O],"oxygen, atomic",O,[O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.86,10.1016/j.susc.2009.09.013,,,true,VASP,PW91,plane wave,projector augmented wave,true,true,false,false,false,,Rh,Fm3m,Rh,transition metal,,,,,,,(111),3x3,1/9,0.1111,Rh,H,[H],"hydrogen, atomic",H,[H],fcc,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-6.23,10.1016/j.susc.2009.09.013,,,true,VASP,PW91,plane wave,projector augmented wave,true,true,false,false,false,,Rh,,Rh,transition metal,,,,,,,(221),3x3,1/9,0.1111,Rh,O,[O],"oxygen, atomic",O,[O],B23,,1,O,[O],"oxygen, atomic",O,[O],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-3.44,10.1016/j.susc.2009.09.013,,,true,VASP,PW91,plane wave,projector augmented wave,true,true,false,false,false,,Rh,,Rh,transition metal,,,,,,,(221),3x3,1/9,0.1111,Rh,OH,[OH],hydroxyl,HO,[OH],B23,,1,OH,[OH],hydroxyl,HO,[OH],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-0.73,10.1016/j.susc.2009.09.013,,,true,VASP,PW91,plane wave,projector augmented wave,true,true,false,false,false,,Rh,,Rh,transition metal,,,,,,,(221),3x3,1/9,0.1111,Rh,H2O,O,water,H2O,O,B24,,1,H2O,O,water,H2O,O,Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.98,10.1016/j.susc.2009.09.013,,,true,VASP,PW91,plane wave,projector augmented wave,true,true,false,false,false,,Rh,,Rh,transition metal,,,,,,,(221),3x3,1/9,0.1111,Rh,H,[H],"hydrogen, atomic",H,[H],H123,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.08,10.1021/jp046540q,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Ag,Fm3m,Ag,transition metal,,,,,,,(111),2x2,1/4,0.25,Ag,H,[H],"hydrogen, atomic",H,[H],fcc,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-1.92,10.1021/jp046540q,RPBE computed with the PW91 density,,true,Dacapo,RPBE,plane wave,ultrasoft pseudopotential,,,false,false,false,,Ag,Fm3m,Ag,transition metal,,,,,,,(111),2x2,1/4,0.25,Ag,H,[H],"hydrogen, atomic",H,[H],fcc,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
-2.22,10.1021/jp046540q,,,true,Dacapo,PW91,plane wave,ultrasoft pseudopotential,false,true,false,false,false,,Au,Fm3m,Au,transition metal,,4.17,4.17,4.17,,,(111),2x2,1/4,0.25,Au,H,[H],"hydrogen, atomic",H,[H],fcc,,1,H,[H],"hydrogen, atomic",H,[H],Matthew,Jankousky,NREL,Matthew.Jankousky@nrel.gov,,,,,,,,,,,,,,,,,,,,,,,,,
